,code_before,comment,code_after
22,"public long sizeAsLong() { <START> if (!transaction.isReadCommitted() && !transaction.isReadUncommitted()) { <END> return sizeAsLongSlow(); } Snapshot<K,VersionedValue<V>> snapshot; RootReference<Long,Record<?,?>>[] undoLogRootReferences; do { snapshot = getSnapshot(); undoLogRootReferences = getTransaction().getUndoLogRootReferences(); } while (!snapshot.equals(getSnapshot())); RootReference<K,VersionedValue<V>> mapRootReference = snapshot.root; BitSet committingTransactions = snapshot.committingTransactions; long size = mapRootReference.getTotalCount(); long undoLogsTotalSize = undoLogRootReferences == null ? size : TransactionStore.calculateUndoLogsTotalSize(undoLogRootReferences); if (undoLogsTotalSize == 0) { return size; } if (transaction.isReadUncommitted()) { return size; } if (2 * undoLogsTotalSize > size) { Cursor<K, VersionedValue<V>> cursor = map.cursor(mapRootReference, null, null, false); while(cursor.hasNext()) { cursor.next(); VersionedValue<?> currentValue = cursor.getValue(); assert currentValue != null; long operationId = currentValue.getOperationId(); if (operationId != 0 && isIrrelevant(operationId, currentValue, committingTransactions)) { --size; } } } else { assert undoLogRootReferences != null; for (RootReference<Long,Record<?,?>> undoLogRootReference : undoLogRootReferences) { if (undoLogRootReference != null) { Cursor<Long, Record<?, ?>> cursor = undoLogRootReference.root.map.cursor(undoLogRootReference, null, null, false); while (cursor.hasNext()) { cursor.next(); Record<?,?> op = cursor.getValue(); if (op.mapId == map.getId()) { @SuppressWarnings(""unchecked"") VersionedValue<V> currentValue = map.get(mapRootReference.root, (K)op.key); if (currentValue != null) { long operationId = cursor.getKey(); assert operationId != 0; if (currentValue.getOperationId() == operationId && isIrrelevant(operationId, currentValue, committingTransactions)) { --size; } } } } } } } return size; }",if (!transaction.allowNonRepeatableRead()),"public long sizeAsLong() { if (!transaction.allowNonRepeatableRead()) { return sizeAsLongSlow(); } Snapshot<K,VersionedValue<V>> snapshot; RootReference<Long,Record<?,?>>[] undoLogRootReferences; do { snapshot = getSnapshot(); undoLogRootReferences = getTransaction().getUndoLogRootReferences(); } while (!snapshot.equals(getSnapshot())); RootReference<K,VersionedValue<V>> mapRootReference = snapshot.root; BitSet committingTransactions = snapshot.committingTransactions; long size = mapRootReference.getTotalCount(); if (!transaction.isReadCommitted()) { return size; } long undoLogsTotalSize = undoLogRootReferences == null ? size : TransactionStore.calculateUndoLogsTotalSize(undoLogRootReferences); if (undoLogsTotalSize == 0) { return size; } if (2 * undoLogsTotalSize > size) { Cursor<K, VersionedValue<V>> cursor = map.cursor(mapRootReference, null, null, false); while(cursor.hasNext()) { cursor.next(); VersionedValue<?> currentValue = cursor.getValue(); assert currentValue != null; long operationId = currentValue.getOperationId(); if (operationId != 0 && isIrrelevant(operationId, currentValue, committingTransactions)) { --size; } } } else { assert undoLogRootReferences != null; for (RootReference<Long,Record<?,?>> undoLogRootReference : undoLogRootReferences) { if (undoLogRootReference != null) { Cursor<Long, Record<?, ?>> cursor = undoLogRootReference.root.map.cursor(undoLogRootReference, null, null, false); while (cursor.hasNext()) { cursor.next(); Record<?,?> op = cursor.getValue(); if (op.mapId == map.getId()) { @SuppressWarnings(""unchecked"") VersionedValue<V> currentValue = map.get(mapRootReference.root, (K)op.key); if (currentValue != null) { long operationId = cursor.getKey(); assert operationId != 0; if (currentValue.getOperationId() == operationId && isIrrelevant(operationId, currentValue, committingTransactions)) { --size; } } } } } } } return size; }"
23,"private static Uri getFileUriFromMediaStoreUri(@NonNull Context context, @NonNull Uri photoUri) { final Cursor cursor = context.getContentResolver().query(photoUri, new String[]{MediaStore.Images.ImageColumns.DATA}, null, null, null); if (null == cursor) { return null; } try { <START> cursor.moveToFirst(); <END> if (cursor.getCount() <= 0 || cursor.getColumnCount() <= 0) { return null; } final String data = cursor.getString(0); if (TextUtils.isEmpty(data)) { return null; } return Uri.fromFile(new File(data)); } finally { cursor.close(); } }","more optimized function. @Nullable private static Uri getFileUriFromMediaStoreUri(@NonNull Context context, @NonNull Uri photoUri) { final Cursor cursor = context.getContentResolver().query(photoUri, new String[]{MediaStore.Images.ImageColumns.DATA}, null, null, null); if (null == cursor) { return null; } try { if (cursor.moveToFirst()) { final String data = cursor.getString(0); if (TextUtils.isEmpty(data)) { return null; } return Uri.fromFile(new File(data)); } } finally { cursor.close(); } return null; }","private static Uri getFileUriFromMediaStoreUri(@NonNull Context context, @NonNull Uri photoUri) { final Cursor cursor = context.getContentResolver().query(photoUri, new String[]{MediaStore.Images.ImageColumns.DATA}, null, null, null); if (null == cursor) { return null; } try { if (cursor.moveToFirst() && cursor.getColumnCount() > 0) { final String data = cursor.getString(0); if (TextUtils.isEmpty(data)) { return null; } return Uri.fromFile(new File(data)); } } finally { cursor.close(); } return null; }"
24,"void emitEscapedContent(int c) throws IOException { if (c == '\\') { super.emitContent(""&#92;""); } else { <START> if (c == '{' || c == '\\' <END> || c == '[' || c == ']') { super.emitContent('\\'); } super.emitContent(c); } }",I want remove this... character content (that's entity reference) properly,"void emitEscapedContent(int c) throws IOException { if (c == '\\') { super.emitContent(""&#92;""); } else { if ((c == '#' && getLastChar() == '&') || (c == '{' || c == '\\' || c == '[' || c == ']')) { super.emitContent('\\'); } super.emitContent(c); } }"
25,"public synchronized void start() { logger.debug(""start Thread""); if (shutdown) { shutdown = false; if (schedduler2 == null || getManagerState() == ManagerStates.stopped) { <START> this.pollingRunnable = new PollingRunnable(); <END> schedduler2 = new Thread(pollingRunnable); schedduler2.start(); } sceneMan.start(); } if (sceneJobExecuter != null) { this.sceneJobExecuter.startExecuter(); } if (sensorJobExecuter != null) { this.sensorJobExecuter.startExecuter(); } }","simply call scheduler.schedule(new PollingRunnable(), 0, POLLING_FREQUENCY)","public synchronized void start() { logger.debug(""start pollingScheduler""); if (pollingScheduler == null || pollingScheduler.isCancelled()) { pollingScheduler = scheduler.scheduleAtFixedRate(new PollingRunnable(), 0, config.getPollingFrequency(), TimeUnit.MILLISECONDS); sceneMan.start(); } if (sceneJobExecutor != null) { this.sceneJobExecutor.startExecutor(); } if (sensorJobExecutor != null) { this.sensorJobExecutor.startExecutor(); } }"
26,"public void spec203_blackbox_mustNotCallMethodsOnSubscriptionOrPublisherInOnComplete() throws Throwable { blackboxSubscriberWithoutSetupTest(new BlackboxTestStageTestRun() { @Override public void run(BlackboxTestStage stage) throws Throwable { final Subscription subs = new Subscription() { @Override public void request(long n) { final Throwable thr = new Throwable(); for (StackTraceElement stackElem : thr.getStackTrace()) { if (stackElem.getMethodName().equals(""onComplete"")) { <START> env.flop(String.format(""Subscription::request MUST NOT be called from Subscriber::onComplete! (Caller: %s::%s line %d)"", <END> stackElem.getClassName(), stackElem.getMethodName(), stackElem.getLineNumber())); } } } @Override public void cancel() { final Throwable thr = new Throwable(); for (StackTraceElement stackElem : thr.getStackTrace()) { if (stackElem.getMethodName().equals(""onComplete"")) { env.flop(String.format(""Subscription::cancel MUST NOT be called from Subscriber::onComplete! (Caller: %s::%s line %d)"", stackElem.getClassName(), stackElem.getMethodName(), stackElem.getLineNumber())); } } } }; final Subscriber<T> sub = createSubscriber(); sub.onSubscribe(subs); sub.onComplete(); env.verifyNoAsyncErrors(); } }); }",want give implementor rule prohibits this look,"public void spec203_blackbox_mustNotCallMethodsOnSubscriptionOrPublisherInOnComplete() throws Throwable { blackboxSubscriberWithoutSetupTest(new BlackboxTestStageTestRun() { @Override public void run(BlackboxTestStage stage) throws Throwable { final Subscription subs = new Subscription() { @Override public void request(long n) { final Optional<StackTraceElement> onCompleteStackTraceElement = env.findCallerMethodInStackTrace(""onComplete""); if (onCompleteStackTraceElement.isDefined()) { final StackTraceElement stackElem = onCompleteStackTraceElement.get(); env.flop(String.format(""Subscription::request MUST NOT be called from Subscriber::onComplete (Rule 2.3)! (Caller: %s::%s line %d)"", stackElem.getClassName(), stackElem.getMethodName(), stackElem.getLineNumber())); } } @Override public void cancel() { final Optional<StackTraceElement> onCompleteStackElement = env.findCallerMethodInStackTrace(""onComplete""); if (onCompleteStackElement.isDefined()) { final StackTraceElement stackElem = onCompleteStackElement.get(); env.flop(String.format(""Subscription::cancel MUST NOT be called from Subscriber::onComplete (Rule 2.3)! (Caller: %s::%s line %d)"", stackElem.getClassName(), stackElem.getMethodName(), stackElem.getLineNumber())); } } }; final Subscriber<T> sub = createSubscriber(); sub.onSubscribe(subs); sub.onComplete(); env.verifyNoAsyncErrors(); } }); }"
27,"private void onStart() { if (!mIsRunning) { return; } mAnimatedDrawableDiagnostics.onStartMethodBegin(); try { mStartTimeMs = mMonotonicClock.now(); mStartTimeMs -= resumable ? mAnimatedDrawableBackend.getTimestampMsForFrame(mPauseFrameNumber) : 0; mScheduledFrameNumber = resumable ? mPauseFrameNumber : 0; <START> mScheduledFrameMonotonicNumber = resumable ? mPauseFrameNumber : 0; <END> long nextFrameMs = mStartTimeMs + mAnimatedDrawableBackend.getDurationMsForFrame(0); scheduleSelf(mNextFrameTask, nextFrameMs); mNextFrameTaskMs = nextFrameMs; doInvalidateSelf(); } finally { mAnimatedDrawableDiagnostics.onStartMethodEnd(); } }",if/else block this readable,"private void onStart() { if (!mIsRunning) { return; } mAnimatedDrawableDiagnostics.onStartMethodBegin(); try { mStartTimeMs = mMonotonicClock.now(); if (mIsPaused) { mStartTimeMs -= mAnimatedDrawableBackend.getTimestampMsForFrame(mScheduledFrameNumber); } else { mScheduledFrameNumber = 0; mScheduledFrameMonotonicNumber = 0; } long nextFrameMs = mStartTimeMs + mAnimatedDrawableBackend.getDurationMsForFrame(0); scheduleSelf(mNextFrameTask, nextFrameMs); mNextFrameTaskMs = nextFrameMs; doInvalidateSelf(); } finally { mAnimatedDrawableDiagnostics.onStartMethodEnd(); } }"
28,"private MockHttpServletRequest requestToSave() { MockHttpServletRequest request = new MockHttpServletRequest(); request.setServerPort(443); request.setSecure(true); request.setScheme(""https""); request.setServerName(""abc.com""); request.setRequestURI(""/destination""); <START> request.setServletPath(""/destination""); <END> request.setQueryString(""param1=a&param2=b&param3=1122""); return request; }",set servlet path for this test pass,"private MockHttpServletRequest requestToSave() { MockHttpServletRequest request = new MockHttpServletRequest(); request.setServerPort(443); request.setSecure(true); request.setScheme(""https""); request.setServerName(""abc.com""); request.setRequestURI(""/destination""); request.setQueryString(""param1=a&param2=b&param3=1122""); return request; }"
29,"public ReadOnlyTableException(String message) { <START> super(SQLExceptionInfo.getNewInfoObject(code).setMessage(message).toString(), code.getSQLState()); <END> }",for message - remove if get it,"public ReadOnlyTableException(String message) { super(new SQLExceptionInfo.Builder(code).setMessage(message).toString(), code.getSQLState()); }"
30,"private Mac getMacInstance() { int masterKeyLatestHashCode = this.credential.getKey().hashCode(); if (masterKeyLatestHashCode != this.masterKeyHashCode) { <START> synchronized (this.credential) { <END> if (masterKeyLatestHashCode != this.masterKeyHashCode) { byte[] masterKeyBytes = this.credential.getKey().getBytes(StandardCharsets.UTF_8); byte[] masterKeyDecodedBytes = Utils.Base64Decoder.decode(masterKeyBytes); SecretKey signingKey = new SecretKeySpec(masterKeyDecodedBytes, ""HMACSHA256""); try { Mac macInstance = Mac.getInstance(""HMACSHA256""); macInstance.init(signingKey); this.masterKeyHashCode = masterKeyLatestHashCode; this.macInstance = macInstance; } catch (NoSuchAlgorithmException | InvalidKeyException e) { throw new IllegalStateException(e); } } } } try { return (Mac)this.macInstance.clone(); } catch (CloneNotSupportedException e) { throw new IllegalStateException(e); } }","I concerned this synchronized code piece, this called request. concern is this slow things. Do need synchronized block credential is volatile",private Mac getMacInstance() { reInitializeIfPossible(); try { return (Mac)this.macInstance.clone(); } catch (CloneNotSupportedException e) { throw new IllegalStateException(e); } }
31,<START> public final void close() throws Exception { <END> if (this.contextManager != null) { this.contextManager.close(); } operatorImplGraph.close(); },"again, I wondering, is thinking making close() final, process() non-final",public void close() throws Exception { if (this.contextManager != null) { this.contextManager.close(); } operatorImplGraph.close(); }
32,"public void compare() { setUpWithJson(SAMPLE_JSON); List<Element> elements = Arrays.stream(getFeatureByName(""Second feature"").getElements()) .filter(Element::isScenario) .collect(Collectors.toList()); assertThat(elements.get(0)).usingComparator(new ElementComparator()).isEqualTo(elements.get(0)); assertThat(elements.get(0)).usingComparator(new ElementComparator()).isNotEqualTo(elements.get(1)); <START> assertThat(elements.get(0)).usingComparator(new ElementComparator()).isNotEqualTo(null); <END> }",isNotNull(),"public void compare() { setUpWithJson(SAMPLE_JSON); List<Element> elements = Arrays.stream(getFeatureByName(""Second feature"").getElements()) .filter(Element::isScenario) .collect(Collectors.toList()); assertThat(elements.get(0)).usingComparator(new ElementComparator()).isEqualTo(elements.get(0)); assertThat(elements.get(0)).usingComparator(new ElementComparator()).isNotEqualTo(elements.get(1)); assertThat(elements.get(0)).usingComparator(new ElementComparator()).isNotNull(); }"
